SampleID,Horvath,Hannum,PhenoAge
TCGA.A2.A0ST.01A.12D.A10P.05,56.09674325,68.67336553,55.11641086
TCGA.D8.A27F.01A.11D.A16G.05,61.83411917,44.74246615,45.12410113
TCGA.EW.A1P4.01A.21D.A145.05,58.05294247,62.57092415,50.98058997
TCGA.A7.A3IZ.01A.11D.A212.05,148.1286553,132.3897624,141.1266302
TCGA.E9.A1N3.01A.12D.A161.05,51.51465251,76.47878516,50.69271935
TCGA.A1.A0SI.01A.11D.A145.05,68.41127938,85.48649304,85.81159466
TCGA.AR.A250.01A.31D.A16A.05,81.93864322,91.15493181,128.0761716
TCGA.AN.A0XO.01A.11D.A10A.05,66.22423533,67.0160011,75.70260873
TCGA.E2.A15K.01A.11D.A12R.05,50.48429725,65.30536137,73.85761553
TCGA.EW.A1OY.01A.11D.A145.05,30.07866073,34.59769324,68.6457443
TCGA.E9.A22E.01A.11D.A161.05,34.85198759,48.7852508,50.71726026
TCGA.A2.A0YC.01A.11D.A10A.05,66.35930999,86.8521316,93.29836909
TCGA.BH.A0H3.01A.11D.A12R.05,62.7171262,69.40232531,79.82719171
TCGA.A2.A0T6.01A.11D.A10P.05,96.91885885,94.86635886,110.1098349
TCGA.A1.A0SQ.01A.21D.A145.05,62.45509774,87.11820023,78.92690292
TCGA.AO.A12E.01A.11D.A10N.05,90.20719997,106.8941416,137.0168146
TCGA.GM.A3XN.01A.12D.A230.05,55.68543873,62.03983907,47.79725859
TCGA.D8.A1XG.01A.11D.A14H.05,116.8809689,107.5144557,111.8143518
TCGA.AR.A24L.01A.11D.A16A.05,40.23183316,55.68535939,15.80650233
TCGA.A2.A0YD.01A.11D.A10A.05,91.69322999,90.11569966,92.23288525
TCGA.B6.A0RN.01A.12D.A10P.05,98.81578717,99.74351482,144.1365328
TCGA.AR.A1AJ.01A.21D.A12R.05,68.94799524,77.43789487,85.37578909
TCGA.BH.A1F0.01A.11D.A138.05,71.66739736,68.98878411,63.89133319
TCGA.E9.A1RE.01A.11D.A161.05,84.17123092,70.89004454,113.5538458
TCGA.EW.A1P3.01A.11D.A145.05,52.39814648,73.99260623,75.89270672
TCGA.BH.A0BT.01A.11D.A12R.05,65.51861361,52.85254069,81.31189842
TCGA.BH.A0E0.01A.11D.A10P.05,18.78845085,40.75254574,59.09433818
TCGA.E9.A244.01A.11D.A16A.05,77.04768786,47.99011378,103.2833001
TCGA.D8.A1JD.01A.11D.A13K.05,49.85025996,48.54284638,97.24902874
TCGA.OL.A5RV.01A.12D.A28C.05,58.7523452,63.56306462,62.35233143
TCGA.BH.A1FL.01A.11D.A13K.05,75.4209262,81.94113142,106.8541336
TCGA.BH.A0AZ.01A.21D.A12R.05,59.91567548,91.23967374,75.9335324
TCGA.AO.A0JC.01A.11D.A10P.05,59.06774967,61.98798082,49.69349328
TCGA.B6.A0X1.01A.11D.A10A.05,39.01155459,67.60335607,51.84633128
TCGA.E9.A22H.01A.11D.A161.05,67.96408292,59.45507989,51.19548924
TCGA.AO.A03L.01A.41D.A10P.05,74.9313071,81.26514444,81.2384337
TCGA.AC.A6NO.01A.12D.A33F.05,49.79437755,50.33442935,69.04595573
TCGA.EW.A2FS.01A.11D.A17F.05,54.84651163,65.84751944,75.79610873
TCGA.BH.A1FG.01A.11D.A13K.05,87.84984445,83.76869171,103.1685217
TCGA.LL.A7T0.01A.31D.A357.05,59.84112195,67.45589104,89.09961101
TCGA.V7.A7HQ.01A.11D.A33F.05,65.11032832,71.8613647,72.53794448
